7.473361025826260606e-01 1.000000000000000000e+00 2.185298898320390051e-02
1.000000000000000000e+00 4.398346601347213891e-01 5.786895284751990276e-02
1.000000000000000000e+00 2.333679833679833948e-01 3.248440748440748621e-02
1.000000000000000000e+00 1.185227928447778328e-01 8.078476630121176390e-04
2.066326530612244694e-01 1.000000000000000000e+00 8.017492711370262370e-03
1.000000000000000000e+00 3.360655737704917878e-01 4.890247290914143119e-02
1.000000000000000000e+00 3.328713968957871527e-01 4.891906873614190049e-02
6.243954862976894282e-02 1.000000000000000000e+00 1.192907039226222439e-02
6.117192530585963128e-02 1.000000000000000000e+00 1.159047005795235154e-02
1.735537190082644676e-01 1.000000000000000000e+00 2.995867768595041336e-01
1.215099048510372703e-01 1.000000000000000000e+00 4.383091561378880674e-01
3.061321502139122130e-01 1.000000000000000000e+00 2.782443352875931253e-01
1.002757219561747071e-01 1.000000000000000000e+00 3.506022347990132015e-01
9.949312092686458942e-02 1.000000000000000000e+00 3.485879797248370715e-01
5.979341259013837284e-01 1.000000000000000000e+00 3.406743324887936408e-01
6.009775171065494526e-01 1.000000000000000000e+00 3.440860215053763715e-01
1.000000000000000000e+00 1.182013358778625789e-01 1.645992366412213706e-02
1.000000000000000000e+00 1.192124105011933277e-01 1.646778042959427119e-02
1.000000000000000000e+00 1.825209362250375692e-03 0.000000000000000000e+00
1.000000000000000000e+00 5.424114966701717444e-01 1.675429372590256094e-01
4.216725559481743213e-02 1.000000000000000000e+00 1.343934040047114198e-01
8.776928422515636319e-01 1.000000000000000000e+00 4.035209636321519522e-01
1.860787576261786203e-01 1.000000000000000000e+00 2.003605102606766386e-01
2.062491242819111670e-01 1.000000000000000000e+00 1.948998178506375356e-01
3.018814939623700594e-02 1.000000000000000000e+00 3.739118225217634706e-01
6.010457516339868800e-01 1.000000000000000000e+00 9.898039215686273984e-01
6.027253668763102867e-01 1.000000000000000000e+00 9.942348008385745173e-01
4.888191447626519803e-01 1.000000000000000000e+00 4.560612004707728651e-01
4.864970645792563442e-01 1.000000000000000000e+00 4.542074363992172348e-01
5.408845052497614561e-03 5.514900837840704118e-02 1.000000000000000000e+00
1.000000000000000000e+00 1.085693967049899261e-01 1.102287542965508897e-02
1.000000000000000000e+00 1.080184768447234323e-01 1.101504204666587522e-02
1.000000000000000000e+00 1.219201850780798069e-01 9.253903990746096229e-04
1.000000000000000000e+00 1.909338875178594463e-01 5.844914924016105656e-02
2.066326530612244694e-01 1.000000000000000000e+00 8.017492711370262370e-03
1.000000000000000000e+00 3.735558408215661763e-01 4.835258878904578894e-02
1.000000000000000000e+00 3.703756402959589855e-01 4.823562891291974936e-02
8.588080052782054441e-02 1.000000000000000000e+00 1.330547613811304195e-02
8.478857770455794363e-02 1.000000000000000000e+00 1.295991213618890789e-02
1.713065252614523748e-01 1.000000000000000000e+00 2.988658123434968505e-01
1.215099048510372703e-01 1.000000000000000000e+00 4.383091561378880674e-01
3.061321502139122130e-01 1.000000000000000000e+00 2.782443352875931253e-01
9.995647758595677113e-02 1.000000000000000000e+00 3.506455824749745709e-01
9.918911091804229196e-02 1.000000000000000000e+00 3.485375036200405452e-01
5.959890965732087542e-01 1.000000000000000000e+00 3.407320872274143264e-01
5.991404571205313223e-01 1.000000000000000000e+00 3.442078530963078586e-01
1.000000000000000000e+00 1.176400476758045349e-01 1.632896305125149106e-02
1.000000000000000000e+00 1.185308848080133537e-01 1.633675172907226442e-02
1.000000000000000000e+00 1.825209362250375692e-03 0.000000000000000000e+00
1.000000000000000000e+00 4.963590177815410676e-01 1.537679932260795912e-01
4.303230370195708365e-02 1.000000000000000000e+00 1.346380570620136774e-01
8.558951965065502154e-01 1.000000000000000000e+00 4.072626982302918752e-01
1.860787576261786203e-01 1.000000000000000000e+00 2.003605102606766386e-01
2.062491242819111670e-01 1.000000000000000000e+00 1.948998178506375356e-01
3.018814939623700594e-02 1.000000000000000000e+00 3.739118225217634706e-01
5.803042021139468432e-01 1.000000000000000000e+00 9.747357566383088034e-01
5.824289405684753840e-01 1.000000000000000000e+00 9.788113695090440158e-01
5.041633624107851874e-01 1.000000000000000000e+00 4.613402061855670366e-01
5.026737967914438610e-01 1.000000000000000000e+00 4.608833432362843818e-01
5.408845052497614561e-03 5.514900837840704118e-02 1.000000000000000000e+00
1.000000000000000000e+00 1.153481762198010352e-01 1.160587399336807102e-02
1.000000000000000000e+00 1.149384469696969752e-01 1.171875000000000173e-02
1.000000000000000000e+00 1.308193668528864206e-01 1.163873370577281265e-03
2.066326530612244694e-01 1.000000000000000000e+00 8.017492711370262370e-03
1.000000000000000000e+00 2.773486869821654710e-01 8.074708608341525651e-02
1.000000000000000000e+00 4.541484716157204726e-01 4.667971691010389806e-02
1.000000000000000000e+00 4.511718750000000555e-01 4.657451923076923184e-02
1.372503751587210163e-01 1.000000000000000000e+00 1.627611681865404752e-02
1.364160516605166240e-01 1.000000000000000000e+00 1.602859778597785778e-02
1.651040140638734277e-01 1.000000000000000000e+00 2.970993261060650426e-01
1.215099048510372703e-01 1.000000000000000000e+00 4.383091561378880674e-01
3.061321502139122130e-01 1.000000000000000000e+00 2.782443352875931253e-01
