0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.805500000000000327e+00 2.517070000000000007e+01 2.850919999999999987e+01 2.851460000000000150e+01 3.704010000000000247e+01 3.704240000000000066e+01 3.849710000000000321e+01 5.232710000000000150e+01 5.571000000000000085e+01 5.751030000000000086e+01 5.751539999999999964e+01 1.075318000000000040e+02 1.075481000000000051e+02 1.163203000000000031e+02 1.163853000000000009e+02 1.226483000000000061e+02 1.279037000000000006e+02 1.814710000000000036e+02 1.999360000000000070e+02 2.073637999999999977e+02 2.318215999999999894e+02 2.372598000000000127e+02 2.379391999999999996e+02 2.379479000000000042e+02 2.500661000000000058e+02 2.500673999999999921e+02 2.579431999999999903e+02
1.000199999999999978e+00 1.000599999999999934e+00 7.893699999999999939e+00 1.354560000000000031e+01 2.517070000000000007e+01 2.817210000000000036e+01 2.817729999999999890e+01 3.729729999999999990e+01 3.729990000000000094e+01 3.846159999999999712e+01 5.232710000000000150e+01 5.571000000000000085e+01 5.749980000000000047e+01 5.750480000000000302e+01 1.074942000000000064e+02 1.075104000000000042e+02 1.164153000000000020e+02 1.164802999999999997e+02 1.226483000000000061e+02 1.285309000000000026e+02 1.815529999999999973e+02 2.008391000000000020e+02 2.073637999999999977e+02 2.318216999999999928e+02 2.372598000000000127e+02 2.380258000000000038e+02 2.380345000000000084e+02 2.502698000000000036e+02 2.502711999999999932e+02 2.579436999999999784e+02
2.120200000000000085e+00 2.120800000000000018e+00 8.143800000000000594e+00 2.517079999999999984e+01 2.594790000000000063e+01 2.727919999999999945e+01 2.728399999999999892e+01 3.794579999999999842e+01 3.794879999999999853e+01 3.835920000000000130e+01 5.232710000000000150e+01 5.571009999999999707e+01 5.746860000000000213e+01 5.747359999999999758e+01 1.073932999999999964e+02 1.074094999999999942e+02 1.166817000000000064e+02 1.167467000000000041e+02 1.226483000000000061e+02 1.302757000000000005e+02 1.817896000000000072e+02 2.034796000000000049e+02 2.073636999999999944e+02 2.318217999999999961e+02 2.372598000000000127e+02 2.382622000000000071e+02 2.382708000000000084e+02 2.508797999999999888e+02 2.508817999999999984e+02 2.579449999999999932e+02
3.434699999999999864e+00 3.435500000000000220e+00 8.516600000000000392e+00 2.517079999999999984e+01 2.604360000000000142e+01 2.604810000000000159e+01 3.638159999999999883e+01 3.820109999999999673e+01 3.875959999999999894e+01 3.876290000000000191e+01 5.232710000000000150e+01 5.571020000000000039e+01 5.741819999999999879e+01 5.742300000000000182e+01 1.072583000000000055e+02 1.072746000000000066e+02 1.170715000000000003e+02 1.171366000000000014e+02 1.226483000000000061e+02 1.327566999999999950e+02 1.821531999999999982e+02 2.073635999999999910e+02 2.075961000000000070e+02 2.318220000000000027e+02 2.372598999999999876e+02 2.385889999999999986e+02 2.385979000000000099e+02 2.518817999999999984e+02 2.518850999999999942e+02 2.579470000000000027e+02
4.958499999999999908e+00 4.959600000000000009e+00 8.959099999999999397e+00 2.461820000000000164e+01 2.462229999999999919e+01 2.517079999999999984e+01 3.800529999999999831e+01 3.956989999999999696e+01 3.957330000000000325e+01 4.451820000000000022e+01 5.232710000000000150e+01 5.571029999999999660e+01 5.735199999999999676e+01 5.735660000000000025e+01 1.071203000000000003e+02 1.071367999999999938e+02 1.175238999999999976e+02 1.175892999999999944e+02 1.226483999999999952e+02 1.354627000000000123e+02 1.826009999999999991e+02 2.073634000000000128e+02 2.126540999999999997e+02 2.318223000000000127e+02 2.372598999999999876e+02 2.389367000000000019e+02 2.389464000000000112e+02 2.532202000000000055e+02 2.532249999999999943e+02 2.579495999999999754e+02
6.656200000000000117e+00 6.657499999999999751e+00 9.414899999999999380e+00 2.308609999999999829e+01 2.308990000000000009e+01 2.517089999999999961e+01 3.779440000000000310e+01 4.028229999999999933e+01 4.028589999999999804e+01 5.047319999999999851e+01 5.232710000000000150e+01 5.571039999999999992e+01 5.727629999999999910e+01 5.728079999999999927e+01 1.070018000000000029e+02 1.070186000000000064e+02 1.179792999999999950e+02 1.180451999999999941e+02 1.226483999999999952e+02 1.379422000000000139e+02 1.830798000000000059e+02 2.073633000000000095e+02 2.179102000000000032e+02 2.318225999999999942e+02 2.372598999999999876e+02 2.392507999999999981e+02 2.392616999999999905e+02 2.547709000000000117e+02 2.547768000000000086e+02 2.563904999999999745e+02
8.453300000000000480e+00 8.454800000000000537e+00 9.831300000000000594e+00 2.149940000000000140e+01 2.150290000000000035e+01 2.517089999999999961e+01 3.759389999999999787e+01 4.085159999999999769e+01 4.085520000000000351e+01 5.232699999999999818e+01 5.459259999999999735e+01 5.571050000000000324e+01 5.720049999999999812e+01 5.720490000000000208e+01 1.069128999999999934e+02 1.069300999999999959e+02 1.183864999999999981e+02 1.184528999999999996e+02 1.226483999999999952e+02 1.399292000000000087e+02 1.835320000000000107e+02 2.073631000000000029e+02 2.226448000000000036e+02 2.318228000000000009e+02 2.372599999999999909e+02 2.395014999999999930e+02 2.395134999999999934e+02 2.549224000000000103e+02 2.563362000000000194e+02 2.563432999999999993e+02
1.016339999999999932e+01 1.022979999999999912e+01 1.023150000000000048e+01 1.992749999999999844e+01 1.993080000000000140e+01 2.517089999999999961e+01 3.742860000000000298e+01 4.126010000000000133e+01 4.126370000000000005e+01 5.232699999999999818e+01 5.571050000000000324e+01 5.713539999999999708e+01 5.713960000000000150e+01 5.724759999999999849e+01 1.068546000000000049e+02 1.068721000000000032e+02 1.187056000000000040e+02 1.187724000000000046e+02 1.226483999999999952e+02 1.413332000000000050e+02 1.839021999999999935e+02 2.073629999999999995e+02 2.263454999999999870e+02 2.318230000000000075e+02 2.372599999999999909e+02 2.396791000000000054e+02 2.396919000000000040e+02 2.536950999999999965e+02 2.576709999999999923e+02 2.576777000000000157e+02
1.037700000000000067e+01 1.174760000000000026e+01 1.174949999999999939e+01 1.855699999999999861e+01 1.856009999999999849e+01 2.517099999999999937e+01 3.731969999999999743e+01 4.150419999999999732e+01 4.150780000000000314e+01 5.232699999999999818e+01 5.571059999999999945e+01 5.709140000000000015e+01 5.709559999999999746e+01 5.872549999999999670e+01 1.068226999999999975e+02 1.068404000000000025e+02 1.189081999999999937e+02 1.189753000000000043e+02 1.226483999999999952e+02 1.421574999999999989e+02 1.841445999999999970e+02 2.073628999999999962e+02 2.286987000000000023e+02 2.318232000000000141e+02 2.372599999999999909e+02 2.397837000000000103e+02 2.397969999999999970e+02 2.528485000000000014e+02 2.579589000000000283e+02 2.585500000000000114e+02
1.045069999999999943e+01 1.243399999999999928e+01 1.243590000000000018e+01 1.792419999999999902e+01 1.792719999999999914e+01 2.517099999999999937e+01 3.728179999999999694e+01 4.158520000000000039e+01 4.158879999999999910e+01 5.232699999999999818e+01 5.571059999999999945e+01 5.707589999999999719e+01 5.707999999999999829e+01 5.919930000000000092e+01 1.068126000000000033e+02 1.068305000000000007e+02 1.189775999999999954e+02 1.190447999999999951e+02 1.226483999999999952e+02 1.424281000000000006e+02 1.842290000000000134e+02 2.073628999999999962e+02 2.295086000000000013e+02 2.318232000000000141e+02 2.372599999999999909e+02 2.398181999999999903e+02 2.398316000000000088e+02 2.525411000000000001e+02 2.579594000000000165e+02 2.588509000000000242e+02
