1.818181818181818094e-02 1.000000000000000000e+00 3.821782178217821846e-01 1.000000000000000000e+00
2.255299954894000782e-03 4.632386107352277627e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.209398756046993874e-03 6.554941257774706820e-01 1.000000000000000000e+00 1.000000000000000000e+00
4.478948939982084205e-04 4.679008659301284734e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.937387549478229977e-03 7.927311982727600626e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.601456378658451699e-04 1.000000000000000000e+00 1.952107547962470269e-01 1.000000000000000000e+00
2.803869339688770451e-04 1.000000000000000000e+00 1.588391980933688274e-01 1.000000000000000000e+00
2.099600902307825756e-02 1.000000000000000000e+00 4.914107235814679786e-01 1.000000000000000000e+00
2.110219741890477854e-02 1.000000000000000000e+00 4.222183467038716498e-01 1.000000000000000000e+00
0.000000000000000000e+00 4.320305435547071478e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.597394029358404077e-04 6.481939633844632231e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.177919249455519991e-03 6.729770480817557354e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.859947260474655849e-04 1.000000000000000000e+00 2.336653970114269119e-01 1.000000000000000000e+00
2.930402930402930400e-04 1.000000000000000000e+00 2.202197802197801979e-01 1.000000000000000000e+00
6.364359586316627399e-04 1.000000000000000000e+00 2.598249801113763358e-01 1.000000000000000000e+00
4.761149023964449784e-04 1.000000000000000000e+00 2.617044913505792714e-01 1.000000000000000000e+00
2.586950273066973300e-03 1.000000000000000000e+00 2.121299223914918375e-01 1.000000000000000000e+00
2.734206360627428403e-03 1.000000000000000000e+00 1.853504101309541019e-01 1.000000000000000000e+00
1.004898882049993754e-03 1.000000000000000000e+00 1.218439894485617431e-01 1.000000000000000000e+00
6.708988601933342510e-02 1.000000000000000000e+00 1.682296926850382068e-01 1.000000000000000000e+00
9.942004971002483225e-04 1.000000000000000000e+00 6.112676056338027797e-01 1.000000000000000000e+00
2.040816326530612082e-02 1.000000000000000000e+00 1.440655209452202101e-01 1.000000000000000000e+00
3.863987635239567696e-04 9.310278207109737858e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.844535359438924249e-04 1.000000000000000000e+00 9.472043639197351705e-01 1.000000000000000000e+00
4.260018933417482161e-03 5.703692016408961063e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.206484641638225358e-01 1.000000000000000000e+00 3.240614334470990343e-01 1.000000000000000000e+00
1.212845917321489358e-01 1.000000000000000000e+00 1.942261701400751495e-01 1.000000000000000000e+00
1.337407873449577289e-01 1.000000000000000000e+00 3.695847564263886609e-01 1.000000000000000000e+00
1.342209427851745185e-01 1.000000000000000000e+00 2.184238934868657778e-01 1.000000000000000000e+00
9.362200117027501831e-04 1.000000000000000000e+00 7.817437097717963579e-02 1.000000000000000000e+00
3.667033370003666476e-04 1.000000000000000000e+00 1.329910768854662972e-01 1.000000000000000000e+00
4.888780249327792475e-04 1.000000000000000000e+00 9.960889758005377070e-02 1.000000000000000000e+00
4.407227853680034863e-04 4.451300132216835514e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.357807652533609397e-02 1.054808686659772579e-02 1.000000000000000000e+00
5.937387549478229977e-03 7.927311982727600626e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.585812037424941730e-04 1.000000000000000000e+00 1.934087417958385846e-01 1.000000000000000000e+00
2.796029637914161929e-04 1.000000000000000000e+00 1.572766671326716048e-01 1.000000000000000000e+00
3.030303030303030300e-03 1.000000000000000000e+00 2.419913419913419794e-01 1.000000000000000000e+00
3.035559410234171460e-03 1.000000000000000000e+00 1.802544087886672475e-01 1.000000000000000000e+00
0.000000000000000000e+00 4.421221864951768547e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.597394029358404077e-04 6.481939633844632231e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.178649237472766662e-03 6.733702027819674640e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.833454863642992911e-04 1.000000000000000000e+00 2.305673034854892889e-01 1.000000000000000000e+00
4.375729288214702073e-04 1.000000000000000000e+00 2.171820303383897310e-01 1.000000000000000000e+00
6.366385484641095497e-04 1.000000000000000000e+00 2.602260066847048026e-01 1.000000000000000000e+00
4.761904761904761359e-04 1.000000000000000000e+00 2.617460317460317265e-01 1.000000000000000000e+00
2.586578531398189308e-03 1.000000000000000000e+00 2.119557407673516303e-01 1.000000000000000000e+00
2.733812949640287808e-03 1.000000000000000000e+00 1.853237410071942592e-01 1.000000000000000000e+00
1.004898882049993754e-03 1.000000000000000000e+00 1.218439894485617431e-01 1.000000000000000000e+00
8.467153284671533053e-02 1.000000000000000000e+00 1.681751824817518115e-01 1.000000000000000000e+00
1.021798365122615713e-03 1.000000000000000000e+00 6.571866485013623249e-01 1.000000000000000000e+00
4.453551912568305682e-02 1.000000000000000000e+00 1.441256830601092831e-01 1.000000000000000000e+00
3.863987635239567696e-04 9.308346213292117977e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.844535359438924249e-04 1.000000000000000000e+00 9.472043639197351705e-01 1.000000000000000000e+00
4.096423507168741110e-03 5.689302032456278191e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.210256410256410342e-01 1.000000000000000000e+00 3.263247863247863423e-01 1.000000000000000000e+00
1.216632443531827368e-01 1.000000000000000000e+00 1.942162902121834234e-01 1.000000000000000000e+00
1.345113595384060667e-01 1.000000000000000000e+00 3.712585647313378923e-01 1.000000000000000000e+00
1.349936834506406669e-01 1.000000000000000000e+00 2.208987547374119953e-01 1.000000000000000000e+00
9.367681498829040889e-04 1.000000000000000000e+00 7.880562060889929887e-02 1.000000000000000000e+00
3.554923569143263315e-04 1.000000000000000000e+00 1.097286408342220687e-01 1.000000000000000000e+00
4.740459824602986949e-04 1.000000000000000000e+00 8.177293197440152484e-02 1.000000000000000000e+00
4.230714990833450879e-04 3.893668029897053295e-01 1.000000000000000000e+00 1.000000000000000000e+00
6.117308384310903534e-03 7.925512774379274150e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.315245478036175725e-02 1.023255813953488462e-02 1.000000000000000000e+00
5.540166204986150030e-04 1.000000000000000000e+00 1.882271468144044169e-01 1.000000000000000000e+00
2.772771384999306895e-04 1.000000000000000000e+00 1.526410647442118240e-01 1.000000000000000000e+00
1.554550593555681197e-03 1.000000000000000000e+00 2.163651780667043834e-01 1.000000000000000000e+00
1.415227851684121253e-03 1.000000000000000000e+00 1.592131333144636285e-01 1.000000000000000000e+00
0.000000000000000000e+00 4.724092873655643537e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.596306068601582879e-04 6.479221635883904984e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.179745137491616042e-03 6.742119382964453234e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.758710048949035364e-04 1.000000000000000000e+00 2.218543046357615844e-01 1.000000000000000000e+00
4.319654427645787734e-04 1.000000000000000000e+00 2.090712742980561367e-01 1.000000000000000000e+00
6.369426751592357442e-04 1.000000000000000000e+00 2.611464968152866217e-01 1.000000000000000000e+00
4.764173415912338443e-04 1.000000000000000000e+00 2.618707320946482286e-01 1.000000000000000000e+00
2.585835368481539855e-03 1.000000000000000000e+00 2.114638701336014615e-01 1.000000000000000000e+00
2.589182968929804214e-03 1.000000000000000000e+00 1.852704257767548712e-01 1.000000000000000000e+00
1.004898882049993754e-03 1.000000000000000000e+00 1.218439894485617431e-01 1.000000000000000000e+00
1.243818372546081213e-01 1.000000000000000000e+00 1.678405514760977213e-01 1.000000000000000000e+00
